index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index.1,time.1
2,0.063,-15.5,2.1,-4.1,-19.8,2.0,-4.2,1.0,0.0,0.0,0.919444683,0.492942585,0.496425718,0.62341359,0.544387238,103.5536896,398.9846978,218.6941257,96.22937798,103.5536896,78.41140115,7.85e-08,1.0,44,0.603892754,-4.474871153,11.11804176,12,6.02e-08,-1.52e-08,4.75e-07,-0.050324391,0.372905928,-0.92650344,3.93e-08,1.952935214,-1.625059469,353.6762098,-9.542156413,1338.365184,1338.365184,2,0.063
196,6.819,-15.5,2.5,-4.8,-17.9,1.7,-4.1,1.0,0.1,-0.2,0.915658083,0.612955264,0.762300922,0.596572756,0.428995927,133.9033127,381.8065636,274.0819551,120.8124238,133.9033127,86.29465322,1.06e-07,1.0,44,0.603892754,-4.474871153,11.11804176,12,4.88e-08,2.9e-08,4.93e-07,-0.050324392,0.372905932,-0.926503439,5.3e-08,1.952935218,-1.62505947,353.6762098,-9.542156413,1338.365184,1338.365184,196,6.819
267,9.324,-15.3,1.8,-0.4,-19.2,1.7,-3.8,0.8,0.0,0.6,1.0,0.314295056,0.449238994,0.685778639,0.586787655,102.5205742,438.8983289,198.3419258,94.25753858,102.5205742,70.14835529,0.328545315,0.47775394,44,1.072303291,-4.763992137,13.0768158,12,0.387873572,-0.131413911,2.028251414,-0.05703581,0.386048185,-0.920713699,0.164272657,1.96714015,-1.632664657,370.8402084,14.12887278,1137.891688,1137.891688,267,9.324
315,11.004,-17.1,1.5,-0.3,-18.5,1.7,-2.5,0.5,0.0,0.9,1.0,0.542873927,0.394567493,0.595198622,0.579466229,91.9340053,380.9271181,201.8562101,86.41421228,91.9340053,84.25941397,0.301608075,0.750865869,44,1.072303291,-4.763992137,13.0768158,12,0.200101533,-0.121786104,2.045533585,-0.07268348,0.386850503,-0.919273518,0.150804038,1.968010049,-1.649698399,370.8402084,14.12887278,1137.891688,1137.891688,315,11.004
440,15.256,-13.3,2.8,-0.3,-17.7,1.7,-2.8,0.8,0.0,0.6,0.151135272,0.655734149,0.852296318,0.582911214,0.392768649,96.35165851,373.0631769,291.4710485,84.58376112,96.35165851,-88.31438927,0.314787005,0.269158395,44,1.09720232,-4.667611572,12.97549898,12,0.173065016,0.17318108,2.034169223,-0.077011442,0.403399388,-0.911777479,0.157393503,1.986025224,-1.655059308,372.4269194,16.97049029,1146.776708,1146.776708,440,15.256
500,17.267,-9.3,1.8,-6.2,-18.8,1.7,-2.5,0.9,0.0,-0.4,0.865082539,0.573371717,0.413215135,0.586256856,0.568878066,125.4767619,375.2043878,206.9385284,117.9668337,125.4767619,87.05744329,0.386617803,0.103042932,44,1.09720232,-4.667611572,12.97549898,12,0.169268388,-0.095370324,1.919570765,-0.077327828,0.381020104,-0.921327351,0.193308902,1.961695705,-1.654530968,372.4269194,16.97049029,1146.776708,1146.776708,500,17.267
558,19.343,-15.5,1.9,-3.9,-18.1,1.7,-2.7,0.9,0.0,-0.3,1.0,0.625542006,0.532541256,0.578611212,0.517616474,129.7066939,370.3111757,231.5440927,119.7761951,129.7066939,-89.74430793,0.406809215,0.327015293,44,1.09720232,-4.667611572,12.97549898,12,0.156646623,-0.019044147,1.952514993,-0.078379641,0.387380619,-0.918581999,0.203404608,1.968584993,-1.655916925,372.4269194,16.97049029,1146.776708,1146.776708,558,19.343
592,20.534,-15.5,2.0,-5.1,-18.5,1.7,-3.9,0.9,0.0,-0.3,0.156393794,0.578693168,0.580784119,0.599202487,0.502569612,129.5196184,383.4895916,238.766586,118.6696328,129.5196184,87.41979667,0.406706198,0.206364551,44,1.09720232,-4.667611572,12.97549898,12,0.198774573,0.003655703,1.958598793,-0.074868979,0.389272273,-0.918075015,0.203353099,1.970637744,-1.652166223,372.4269194,16.97049029,1146.776708,1146.776708,592,20.534
951,33.051,-12.5,1.1,-7.9,-17.2,1.7,-4.2,0.9,-0.1,-0.5,0.99,0.921353371,0.581716287,0.472830365,0.482569542,99.36573866,302.6114339,248.3666197,96.96844034,99.36573866,40.86682256,3.81e-08,1.0,56,1.647893467,1.840753931,11.74291606,12,-6.87e-09,2.98e-09,2.38e-07,-0.137324456,-0.153396161,-0.978576319,1.9e-08,1.416792127,-1.710216753,407.005131,337.1877369,1267.146927,1267.146927,951,33.051
1108,38.555,-22.1,1.1,-4.2,-17.9,1.7,-4.1,-1.0,0.0,-0.1,1.0,0.597523987,0.307345889,0.564984668,0.607033045,133.742797,361.5901876,188.6241386,125.8944645,133.742797,-87.27385756,0.140560791,0.214138357,56,1.14470889,-5.029529871,11.51639542,12,0.043117065,-0.051199336,0.65348971,-0.091799319,0.414860878,-0.905242143,0.070280395,1.998586224,-1.671859416,381.6268794,-30.77122704,1292.070952,1292.070952,1108,38.555
