index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index.1,time.1
1,0.0,-15.3,1.2,-4.1,-19.8,2.5,-4.2,1.0,-0.2,0.0,1.0,0.462641279,0.313673722,0.551947471,0.639359193,90.00928012,353.2463817,173.1075872,88.14763157,90.00928012,47.7113746,0.670751747,0.156656289,10,-0.31817186,-3.534186637,16.24314033,12,0.250272719,-0.495404605,4.648198565,0.047370382,0.253231836,-0.966245147,0.335375873,1.826815854,-1.521810326,307.8553932,105.100241,916.0790154,916.0790154,1,0.0
712,25.23,-15.4,1.1,-3.6,-17.0,1.7,-3.8,1.0,-0.2,-0.1,1.0,0.324140299,0.409159529,0.606969969,0.610063941,91.90682457,388.4607799,187.1693081,85.60820382,91.90682457,47.18657239,1.775276686,0.791075886,17,-0.237679645,-4.910820136,23.33191818,12,1.342596693,-1.010040408,12.09418513,0.131689695,0.325064977,-0.936477755,0.887638343,1.901876763,-1.431090059,313.6841292,109.5045791,637.752965,637.752965,712,25.23
924,32.74,-9.3,0.7,-1.9,-17.5,1.7,-1.2,1.0,-0.1,0.0,0.092943361,0.843227569,0.494971321,0.425489649,0.545190838,152.7254248,272.3133755,218.3083975,141.7018359,152.7254248,-78.71247529,1.594692747,1.0,17,-0.532596567,-4.860088617,17.55740729,12,-0.498753309,-0.19195006,6.502664553,0.002820271,0.389011546,-0.921228562,0.797346374,1.970354708,-1.567734912,301.1925607,68.37699827,847.5055429,847.5055429,924,32.74
1032,36.6,-9.3,1.0,-3.3,-13.1,1.7,-2.2,1.0,-0.1,-0.2,0.12726851,0.561543,0.361937277,0.518526037,0.610108008,105.600243,331.8566638,187.1481561,94.32796849,105.600243,74.95880372,0.830718904,1.0,22,-1.042486322,-6.54443001,15.1306202,12,0.096114882,-0.400254008,4.885978258,0.094883434,0.512014667,-0.853720162,0.415359452,2.108324909,-1.460109441,277.2825495,-28.16789741,983.4362241,983.4362241,1032,36.6
1502,53.38,-13.0,0.8,-7.6,-13.4,1.7,-6.4,0.2,-0.1,-1.0,0.271735969,0.454080208,0.206715671,0.549694015,0.691629162,87.51313233,351.8041695,148.0180022,85.84918826,87.51313233,19.97198026,1.985295113,0.249955938,30,0.012459211,-4.357690355,26.00117867,12,0.734297852,-2.099118091,14.23776929,0.06015322,0.188214355,-0.980284115,0.992647557,1.760140017,-1.509510126,320.2970908,136.090556,572.2817487,572.2817487,1502,53.38
1832,65.22,-22.1,0.8,-4.1,-17.1,1.7,-6.4,-0.9,-0.1,0.4,1.0,0.431447354,0.32562206,0.563749948,0.636569064,108.0836989,360.799967,174.4468494,105.4914178,108.0836989,46.71001074,2.398406851,0.526712634,34,0.315036531,-4.453509826,25.45684562,12,0.916470748,-1.439213008,13.85717788,0.050119518,0.251191402,-0.966638978,1.199203425,1.824707252,-1.518993452,327.6726965,131.5350262,584.5186094,584.5186094,1832,65.22
1878,66.86,-22.1,0.9,-4.5,-19.7,1.7,-5.4,-0.9,-0.1,0.3,0.387953979,0.521638441,0.279249575,0.529089177,0.651112781,113.6726825,338.6170736,167.4658652,112.7799172,113.6726825,43.91487505,2.554919187,0.41068493,34,0.317020323,-4.35485408,25.67285727,12,0.42092756,-1.610179853,13.99142043,0.008658936,0.228722852,-0.97345307,1.277459593,1.801561882,-1.561901488,327.6560469,134.8301897,579.6004644,579.6004644,1878,66.86
1965,70.09,-23.4,1.2,-7.0,-23.0,1.7,-7.6,-1.0,-0.1,0.2,1.0,0.412158746,0.280839521,0.568247124,0.659590548,134.1442976,363.6781596,163.3965371,131.2823336,134.1442976,36.63712167,2.871197062,0.499499452,34,0.395599514,-4.297980528,25.0874354,12,0.950576837,-1.621598782,13.40287376,0.04624811,0.223031812,-0.973713471,1.435598531,1.79571985,-1.523335363,329.7766748,133.781573,593.125593,593.125593,1965,70.09
2147,76.68,-19.8,1.1,0.4,-19.9,1.7,0.0,0.3,0.0,0.9,1.0,0.526712637,0.318150313,0.529069416,0.632441005,120.2562347,338.604426,176.4283177,119.1401743,120.2562347,46.78003573,3.480188247,0.318366207,37,0.252543434,-4.390917863,29.72261027,12,0.544091322,-1.810236282,18.00701884,0.024295657,0.215056798,-0.976299285,1.740094124,1.787546315,-1.545916001,325.2679401,148.4074699,500.6289779,500.6289779,2147,76.68
2247,80.27,-16.9,1.1,-0.3,-17.9,1.7,-1.6,0.4,0.0,0.9,0.175523113,0.726706207,0.321582719,0.456683473,0.623659598,102.7398754,292.2774227,180.6433928,100.364362,102.7398754,-39.64850761,2.870261482,1.0,37,0.350501894,-4.339382585,29.04944488,12,-0.789160036,-1.640543362,17.41254506,-0.094971828,0.224903269,-0.969741652,1.435130741,1.797640087,-1.668420192,327.4807342,147.3849014,512.230098,512.230098,2247,80.27
