index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,left_gaze,norm_pos_x,norm_pos_y,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius	theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index.1,time.1
1,0.0,-14.3,3.5,-4.1,-19.8,2.5,-4.2,1.0,0.1,0.0,1.0,0.4665527285117288,0.6133683315493412,0.3366126866066234,0.5598311015341753,121.80344295107484,215.43211942823905,211.2810712635959,109.10648202022072,121.80344295107484,80.87387626948113,2.538698521740026,0.6119967916672353,6,-5.024832665130745,-6.0330399004278,23.38648698871329,12.0,-2.178105859988169,-0.5569255263514084,13.095310289282043,0.2372272337618813,0.4563428645063659,-0.8575980582859375,1.269349260870013,2.0446771267574504,-1.3009263087472016,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,1,0.0
74,3.4,-9.3,2.6,-1.9,-19.8,1.7,-2.6,1.0,0.1,0.0,0.3175150985901462,0.2787998629957742,0.4116224173387133,0.3887293583076677,0.6572990711034163,113.7631033071116,248.78678931690737,164.4964458703602,108.76452444351077,113.7631033071116,55.88925237729416,2.356071557177071,0.5784894186733891,6,-5.024832665130745,-6.0330399004278,23.38648698871329,12.0,-1.44556996279765,-1.5270473560604705,12.856296596427253,0.2982718918610912,0.3754993786972773,-0.8775158660238366,1.1780357785885356,1.9557318497009533,-1.243143120016416,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,74,3.4
106,4.6,-9.3,2.4,-2.3,-17.9,1.7,-2.9,1.0,0.1,0.0,1.0,0.4053869931304135,0.4278578992392559,0.3481958675244207,0.638394331183296,116.74365847369737,222.84535521562927,173.57072103201793,111.07521361037446,116.74365847369737,78.69826023772885,2.38671319506606,0.5690368764384335,6,-5.024832665130745,-6.0330399004278,23.38648698871329,12.0,-1.973386608434497,-1.3277953954656052,12.777559092285872,0.254287171391354,0.3921037087468495,-0.8840773247022852,1.1933565975330298,1.9737136443073824,-1.290726422413861,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,106,4.6
128,5.2,-9.2,2.3,-1.1,-17.7,1.7,-1.9,1.0,0.1,0.1,0.9703878384201484,0.3513525147303347,0.3690321976205348,0.3622835120483799,0.6661752103220033,116.964763576095,231.86144771096315,160.23589904543837,113.29411709152458,116.964763576095,70.69038806841273,2.390799950080836,0.3861018509145442,6,-5.024832665130745,-6.0330399004278,23.38648698871329,12.0,-1.777887223670393,-1.5964954955360513,12.71997776387298,0.2705787867883626,0.369712033740979,-0.8888757687366929,1.1953999750404178,1.9494954027659,-1.275302588554319,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,128,5.2
152,5.9,-9.2,2.1,-0.8,-16.2,1.7,-1.1,1.0,0.1,0.0,0.8899094938020689,0.4468960187985584,0.3684467494449412,0.3303324182125057,0.656679877628803,122.1842184303421,211.4127476560037,164.79365873817454,117.11580244569882,122.1842184303421,89.19718650639408,2.4612376305895256,0.4475854299913484,6,-5.024832665130745,-6.0330399004278,23.38648698871329,12.0,-2.185714531637525,-1.490803016069088,12.648354361927517,0.2365931777911016,0.3785197403632259,-0.8948443855654815,1.2306188152947628,1.958992844219216,-1.3123151507218989,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,152,5.9
232,8.6,-9.2,2.0,-0.9,-9.6,1.7,-0.8,1.0,0.1,0.0,1.0,0.646949448944071,0.3997049622694275,0.2591606173563289,0.6156950236752793,136.39474207864149,165.86279510805053,184.466388635866,124.17156810295252,136.39474207864149,-76.12670164523064,2.685147504258365,0.5913858480167011,6,-5.024832665130745,-6.0330399004278,23.38648698871329,12.0,-3.1118390230580424,-1.075630662989525,12.627093465937437,0.1594161368393918,0.4131174364531895,-0.8966161268979882,1.3425737521291827,1.9966709465963728,-1.394837549874694,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,232,8.6
264,10.8,-9.3,1.4,-2.0,-13.5,1.7,-1.0,1.0,0.1,-0.1,0.1814514375642205,0.8131285392353189,0.228899191929802,0.1574980841903159,0.5766550223426801,138.81162349818337,100.79877388180222,203.2055892755136,116.83532387414478,138.81162349818337,-64.5445325580414,2.683342492184675,0.5482603801266417,6,-5.024832665130745,-6.0330399004278,23.38648698871329,12.0,-4.458179814869845,-0.6927360495690165,12.655221484226226,0.047221070855075,0.4450253209048985,-0.8942721253739222,1.3416712460923377,2.031998862580457,-1.518041405014422,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,264,10.8
377,15.1,-10.9,1.9,-8.3,-13.7,1.7,-2.1,0.5,0.1,-0.9,0.8905684487955681,0.7253845722710088,0.3750441027522475,0.2211878518514718,0.5936964003941348,143.8448778541113,141.560225184942,195.02572781081528,126.89656836434196,143.8448778541113,-71.82008399520447,2.813051393009558,0.4040508683529453,6,-5.024832665130745,-6.0330399004278,23.38648698871329,12.0,-3.6162183375445833,-0.8552333987352387,12.653075345291189,0.1173845272988468,0.4314838751410467,-0.8944509702851755,1.406525696504779,2.016933332310761,-1.4403056612157412,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,377,15.1
435,16.8,-11.0,1.7,-8.3,-12.3,1.7,-3.1,0.2,0.1,-1.0,1.0,0.2840276086272308,0.331503922395302,0.3818889364845993,0.6896981309977055,127.8932632967043,244.40891935014355,148.94489712110138,124.77048717101992,127.8932632967043,49.93395810296254,2.6196121099459173,0.4322905076644345,6,-5.024832665130745,-6.0330399004278,23.38648698871329,12.0,-1.5114599603590362,-1.8208659137034848,12.71344606576504,0.2927810587309757,0.3510144988936929,-0.8894200769123545,1.3098060549729589,1.9294506487544392,-1.2527866351442514,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,435,16.8
532,19.7,-17.3,2.0,-7.9,-12.0,1.7,-6.2,-0.9,0.1,-0.3,0.8397758598169361,0.5184128889231823,0.4087163365673527,0.3081464322453852,0.6337412362419823,139.1797417989361,197.21371663704656,175.80420660384846,131.45061413637654,139.1797417989361,-80.05853606780383,1.024400141220865,0.4505129647656147,22,-3.099111667717745,-4.908842374940396,15.592573149396232,12.0,-0.9122760539392,-0.4628588577836767,4.663209921674289,0.182236301148212,0.3704986264297266,-0.9107802689768284,0.5122000706104325,1.950342121131584,-1.3733160488068916,196.7715106688852,44.81205742614114,954.300477376704,954.300477376704,532,19.7
691,24.6,-23.4,1.8,-5.0,-18.0,1.7,-7.0,-1.0,0.1,0.3,1.0,0.7538471642280569,0.3422177055905013,0.2094507461290675,0.60659110469168,143.3198122274246,134.0484775226032,188.8362697479936,129.93311195125034,143.3198122274246,-69.52233357845316,1.1735206795324062,0.2895991544469289,22,-3.2329407079894183,-4.769482611763722,16.37520766199927,12.0,-1.5829795751788764,-0.416149819082535,5.315093654613035,0.1374967610675451,0.3627777327234323,-0.9216761672821862,0.5867603397662031,1.9420432946204345,-1.4227072529174238,197.59402626661304,59.41729959518116,908.6907663791594,908.6907663791594,691,24.6
793,27.0,-20.2,2.9,0.4,-19.8,1.7,-4.8,-0.1,0.1,1.0,1.0,0.531267781079189,0.7444979522984996,0.3106007235486444,0.4807739899513901,131.33804730927235,198.7844630711324,249.2284848233328,117.31690128005152,131.33804730927235,89.10550201305928,1.187028560569518,0.1377321442467827,22,-3.204988596589916,-4.690136290676446,16.5116428398206,12.0,-1.105238475631662,0.1070563991924986,5.714513974895269,0.1749791767465211,0.3997660574890788,-0.8997607387437775,0.5935142802847589,1.9820579348698817,-1.3787207873909149,199.65504407026413,63.88884447000362,901.1822835771604,901.1822835771604,793,27.0
869,29.1,-17.2,2.3,-0.4,-19.7,1.7,-3.9,0.5,0.1,0.8,0.1970698080987506,0.5724313519668183,0.5167028230038584,0.2923335827905686,0.5782761641703523,135.6238791805779,187.0934929859639,202.4274411982309,125.95134125313416,135.6238791805779,-81.71109695110317,1.179555701068377,0.4986841000939823,22,-3.204988596589916,-4.690136290676446,16.5116428398206,12.0,-1.1723797419664703,-0.3131656433318275,5.524803931545389,0.1693840712186204,0.3647475539453848,-0.915569909022934,0.5897778505341885,1.94415799066253,-1.3878607185213154,199.65504407026413,63.88884447000362,901.1822835771604,901.1822835771604,869,29.1
936,31.1,-16.6,3.5,-4.2,-21.5,1.8,-3.8,1.0,0.2,-0.1,0.9182654447602602,0.5122528471612995,0.7574204671561526,0.3207332736197784,0.4859254633286735,135.50527150463026,205.2692951166582,246.75577760223672,121.55460915189217,135.50527150463026,87.62873684283603,1.227441068989274,0.5465546470473814,22,-3.204988596589916,-4.690136290676446,16.5116428398206,12.0,-1.044927127457817,0.085744651882309,5.716963795398993,0.1800051224276749,0.397990078546563,-0.8995565870351339,0.613720534494637,1.980121215477662,-1.3733005005165473,199.65504407026413,63.88884447000362,901.1822835771604,901.1822835771604,936,31.1
1125,37.8,-10.6,3.4,-1.1,-21.1,1.8,-2.5,1.0,0.2,0.2,0.2981769832822629,0.6686349620715153,0.413881431928421,0.249485602480551,0.5999481024566589,124.2108248994278,159.67078558755267,192.0249108208037,114.82143514416244,124.2108248994278,-71.68353154975046,2.6761682027612905,0.5173556764980547,25,-5.24301164367239,-5.143133217204923,24.985752057769663,12.0,-3.557492895833265,-1.0283514168599988,13.840008597316563,0.1404598956532604,0.342898483362077,-0.9288119550377584,1.3380841013806453,1.9207970463247543,-1.4207082270741205,189.8991644693744,112.3775619283203,595.5394084434957,595.5394084434957,1125,37.8
1211,40.7,-12.1,3.4,-1.4,-18.6,1.8,-1.6,1.0,0.2,0.0,1.0,0.47943093998478,0.6714531740972758,0.3337689948594829,0.5341426083604527,133.25571172117986,213.61215671006912,223.6115479869827,121.36915263832825,133.25571172117986,80.72171313666259,3.043600367474209,0.7530644253607832,25,-5.24301164367239,-5.143133217204923,24.985752057769663,12.0,-2.425345581483962,-0.3214345854965579,14.36445363116601,0.234805505182369,0.4018082193090304,-0.8851082022169711,1.5218001837371045,1.984286953292452,-1.3114847637581042,189.8991644693744,112.3775619283203,595.5394084434957,595.5394084434957,1211,40.7
