index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index.1,time.1
1,0.0,-9.3,1.8,-4.3,-19.8,2.0,-4.2,1.0,0.0,0.0,1.0,0.551293533,0.349650092,0.50725087,0.516283645,108.6274959,324.6405568,232.1838505,106.8096404,108.6274959,-55.7234816,2.265304974,1.0,9,1.403367204,-2.100425063,24.69777785,12,0.08608077,-0.147138705,12.93132431,-0.10977387,0.162773863,-0.980537795,1.132652487,1.734297689,-1.682284813,355.2293907,187.2720361,602.4833526,602.4833526,1,0.0
1121,39.82,-15.3,0.9,-3.8,-16.6,1.7,-3.6,1.0,-0.2,0.0,0.886328849,0.595704489,0.347547008,0.489440023,0.516866154,110.417894,313.2416148,231.904246,106.2415062,110.417894,-50.88313831,0.651460944,0.756892242,11,1.880618415,-2.715485476,15.19840177,12,-0.044339845,-0.041544859,3.659572659,-0.160413188,0.222828385,-0.961569093,0.325730472,1.795511171,-1.736098472,396.7175019,129.2251291,979.0503123,979.0503123,1121,39.82
1394,49.41,-16.1,0.7,-4.1,-17.6,1.7,-3.9,1.0,-0.2,0.0,0.193889097,0.561377046,0.231096114,0.494240187,0.581070483,101.4514002,316.31372,201.086168,98.82877066,101.4514002,-39.97844569,0.569087399,1.0,11,1.890129394,-2.727094678,15.05984027,12,-0.02427765,-0.213822989,3.483203839,-0.15953392,0.209439307,-0.964719703,0.284543699,1.781797841,-1.734681325,397.8149172,127.7279792,988.0582883,988.0582883,1394,49.41
1696,60.25,-17.7,0.9,-8.1,-17.5,1.6,-7.3,0.1,-0.5,-0.8,1.0,0.598995385,0.430817496,0.493325935,0.476715416,120.0470205,315.7285984,251.1766002,112.6185947,120.0470205,-57.66222197,6.7e-08,0.456913328,22,2.137377322,-3.300428194,11.3374953,12,-2.93e-09,7.07e-09,3.46e-07,-0.178114777,0.275035683,-0.944791246,3.35e-08,1.849423144,-1.757132245,436.8841887,59.51344402,1312.459199,1312.459199,1696,60.25
1923,68.16,-17.7,1.9,-8.0,-17.5,1.8,-6.6,0.2,0.6,-0.8,0.805933103,0.70870532,0.271973614,0.433975797,0.5762434,132.2159987,277.74451,203.4031678,125.4588267,132.2159987,-42.17453647,6.93e-08,0.0,22,1.947234013,-3.078549828,11.43375783,12,-2.28e-08,-1.83e-08,3.26e-07,-0.162269503,0.256545817,-0.952813125,3.46e-08,1.830243036,-1.739483579,425.5895276,73.06442889,1301.409407,1301.409407,1923,68.16
2122,75.26,-13.1,1.1,-7.7,-13.1,1.7,-6.6,0.2,-0.3,-0.9,0.0,0.57476711,0.38183774,0.5,0.5,0.0,320.0,240.0,0.0,0.0,90.0,0.0,0.0,22,1.947234013,-3.078549828,11.43375783,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.5895276,73.06442889,1301.409407,1301.409407,2122,75.26
2222,78.85,-9.3,1.6,-4.5,-12.7,1.7,-4.2,1.0,0.1,0.0,0.935270942,0.613472469,0.319630146,0.480166635,0.53214675,112.9488339,307.3066464,224.5695602,111.4945454,112.9488339,-30.66247686,6.73e-08,0.0,22,-1.859861025,0.654234835,11.83692961,12,-7.1e-09,-9.36e-09,3.7e-07,0.154988418,-0.05451957,-0.98641077,3.36e-08,1.516249711,-1.414946912,222.5833663,274.2678052,1257.082748,1257.082748,2222,78.85
2283,81.05,-9.3,1.7,-5.2,-11.6,1.7,-4.9,1.0,0.1,-0.1,1.0,0.533426095,0.392111974,0.5167231,0.49691412,106.540403,330.7027841,241.4812225,104.8054001,106.540403,-17.08982394,6.38e-08,0.0,22,-1.859861025,0.654234835,11.83692961,12,6.83e-09,7.39e-10,3.71e-07,0.154988419,-0.05451957,-0.98641077,3.19e-08,1.516249712,-1.41494691,222.5833663,274.2678052,1257.082748,1257.082748,2283,81.05
2437,86.6,-9.3,1.6,-3.4,-11.4,1.7,-3.0,1.0,0.1,-0.1,1.0,0.556028914,0.373971689,0.506890107,0.504301228,106.2313324,324.4096682,237.9354106,101.3643923,106.2313324,-74.27795486,1.800396692,0.095429649,26,1.119868222,-3.495828666,21.9468293,12,0.068272651,-0.013660871,10.51141701,-0.087632964,0.29018065,-0.952951024,0.900198346,1.865211931,-1.662497981,351.636383,141.2425101,678.0022663,678.0022663,2437,86.6
2528,89.85,-9.3,1.6,-4.4,-11.5,1.7,-4.2,1.0,0.1,-0.1,0.233554105,0.520452555,0.371417717,0.520566948,0.507425212,105.8308823,333.162847,236.4358984,101.304536,105.8308823,-79.09536258,1.789827733,0.653007534,26,1.119868222,-3.495828666,21.9468293,12,0.21710068,-0.03927669,10.49094613,-0.075230628,0.288045998,-0.954656931,0.894913866,1.862982052,-1.649437643,351.636383,141.2425101,678.0022663,678.0022663,2528,89.85
2658,94.57,-9.3,1.8,-3.3,-11.4,1.7,-3.2,1.0,0.2,0.2,1.0,0.666398305,0.38153776,0.462928737,0.502860651,106.9519877,296.2743919,238.6268874,100.6689649,106.9519877,-59.77631593,2.058891591,0.242755245,26,1.144846807,-3.49525255,23.31325773,12,-0.468115927,-0.001978955,11.94684269,-0.134413561,0.291106133,-0.947201253,1.029445796,1.866179169,-1.711761158,350.4464107,147.0461706,638.2634367,638.2634367,2658,94.57
2696,95.95,-9.2,1.3,-3.3,-9.8,1.7,-3.1,1.0,0.0,0.0,0.267665538,0.579207195,0.391636852,0.498839121,0.49524713,120.727205,319.2570377,242.2813776,114.6972825,120.727205,-69.79367475,2.007233094,0.405714208,26,1.252337268,-3.393531716,21.73283234,12,-0.022219439,0.064700071,10.3128438,-0.106213059,0.288185982,-0.951665711,1.003616547,1.863128235,-1.681943886,355.7270094,143.1884279,684.6783599,684.6783599,2696,95.95
2984,106.23,-14.2,1.5,-0.3,-15.1,1.7,-2.5,0.1,0.0,1.0,0.306178384,0.744917411,0.402033586,0.43103672,0.502564144,94.58444347,275.863501,238.7692109,86.21292226,94.58444347,-42.8718521,2.742969535,1.0,32,1.569266323,-3.332282234,29.17581842,12,-1.304303016,-0.008804275,18.00903313,-0.239464112,0.276956497,-0.93056544,1.371484768,1.851421579,-1.822663547,353.3476548,169.1874197,510.0114001,510.0114001,2984,106.23
3018,107.45,-13.9,1.4,-0.3,-14.4,1.7,-1.7,0.2,0.0,1.0,1.0,0.59242605,0.365933752,0.491989098,0.507585453,111.0675962,314.8730226,236.3589824,105.6572173,111.0675962,-60.22758817,3.180121854,0.017614699,32,1.569266323,-3.332282234,29.17581842,12,-0.166337156,-0.067367784,17.75968885,-0.144633623,0.272076204,-0.95134413,1.590060927,1.8463463,-1.721671807,353.3476548,169.1874197,510.0114001,510.0114001,3018,107.45
3083,109.79,-16.9,1.1,-0.3,-17.0,1.7,-2.0,0.1,-0.1,1.0,0.347533265,0.433373298,0.309036769,0.549829918,0.547353599,110.0483206,351.8911477,217.2702725,107.933605,110.0483206,89.14807762,3.102942249,0.155430112,32,1.569266323,-3.332282234,29.17581842,12,0.892640641,-0.611270928,17.50798763,-0.056385474,0.226750942,-0.972319232,1.551471125,1.799536757,-1.628722152,353.3476548,169.1874197,510.0114001,510.0114001,3083,109.79
3168,112.82,-16.7,1.0,-0.1,-16.9,1.7,-1.0,0.1,-0.3,0.9,0.967492628,0.536475669,0.351998901,0.513199341,0.515767198,115.3839997,328.4475784,232.431745,111.4147931,115.3839997,-69.38232682,3.048942341,0.00222219,32,1.466549527,-3.215807872,27.92644754,12,0.208867207,-0.165269086,16.38901072,-0.10480686,0.254211566,-0.961453068,1.524471171,1.827828727,-1.679376414,352.5591254,168.6052808,532.8282439,532.8282439,3168,112.82
