index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index.1,time.1
1,0.0,-15.6,0.0,-2.1,-19.8,2.5,-4.2,1.0,-0.3,0.0,0.034723051,-0.438920992,-0.044175247,0.671963844,0.86453407,159.4854198,430.05686,65.0236462,152.1530479,159.4854198,12.79974419,3.318160527,1.0,3,1.674035357,-5.557644552,25.17297568,12,2.377866376,-3.730501112,13.33379628,0.058652585,0.152261953,-0.986598283,1.659080263,1.723652837,-1.511416907,361.2307998,103.1175088,591.1100933,591.1100933,1,0.0
621,21.788,-9.3,2.9,-5.7,-19.0,1.6,-3.6,1.0,0.0,-0.2,0.808257884,0.293055639,0.87191894,0.621173222,0.463476456,165.8471499,397.5508624,257.5313009,149.0109317,165.8471499,-87.64255541,6.71e-08,1.0,9,1.469992566,-4.759578543,10.91721299,12,3.11e-08,8.74e-09,2.53e-07,-0.122499378,0.396631546,-0.909767728,3.36e-08,1.978640823,-1.704640389,403.4824228,-30.30146787,1362.985225,1362.985225,621,21.788
1123,39.285,-15.5,0.8,-4.4,-16.8,1.6,-4.2,0.9,-0.2,-0.3,0.479532327,0.425253929,0.326892887,0.207544218,0.687056412,13.79975803,132.8282995,150.2129221,11.36544679,13.79975803,-32.30997062,0.069870952,1.0,9,1.919680628,-4.655169463,14.11665286,12,-0.981353113,-0.470601359,3.250494709,-0.241752812,0.348714009,-0.905513179,0.034935476,1.926994959,-1.831690096,404.3119117,35.5460763,1054.07423,1054.07423,1123,39.285
1685,59.256,-17.2,1.8,-0.3,-17.1,1.6,-0.9,0.1,-0.1,1.0,1.0,105.4424648,89.04939945,-0.790960876,-2.871450446,787.2265403,-506.2149605,1858.296214,644.0785943,787.2265403,168.119994,0.52229683,1.0,95,2.286297633,-3.139387002,11.3541671,12,-0.233296429,-0.115975894,0.017914142,-0.209966172,0.251950926,-0.944687746,0.261148415,1.825492015,-1.789501145,444.8444312,68.57219512,1310.532061,1310.532061,1685,59.256
2353,83.248,-13.7,1.3,0.4,-14.0,1.6,-0.9,0.3,-0.1,0.9,0.138888635,0.492847795,0.420372384,0.568538877,0.613285563,205.536168,363.8648815,185.6229298,197.7896593,205.536168,-82.94646367,0.861777394,1.0,97,1.585268837,-4.456881381,13.74094059,12,0.17609391,-0.204507911,2.608485965,-0.117431244,0.354364456,-0.927704552,0.430888697,1.933030658,-1.696709258,391.5283406,38.90267051,1082.895302,1082.895302,2353,83.248
2654,93.957,-9.2,2.5,-2.7,-10.4,1.6,-2.7,0.9,-0.1,-0.5,1.0,0.175661801,0.807315294,0.656565479,0.494828182,150.7879733,420.2019064,242.4824728,137.6370339,150.7879733,84.41596126,3.906049339,0.697603116,101,3.825590476,-4.338657788,27.3435222,12,2.603466672,0.145765505,16.28023331,-0.10184365,0.373701941,-0.921940741,1.95302467,1.953793255,-1.680816842,406.7432541,141.6232141,544.1873908,544.1873908,2654,93.957
3056,108.557,-12.5,1.4,-9.7,-12.1,1.6,-6.9,-0.8,0.0,-0.6,0.036934483,-2.031580837,-0.443125216,0.709782966,1.058289051,341.9882115,454.2610984,-27.97874455,312.6689904,341.9882115,42.7565511,3.250762759,1.0,108,3.85158489,-3.457410262,18.01213528,12,1.275835815,-2.69525408,6.31663894,-0.214645756,0.063513015,-0.974624695,1.625381379,1.634352121,-1.787570074,452.5763212,120.9916576,826.1097181,826.1097181,3056,108.557
3212,114.188,-17.3,0.1,-8.0,-13.5,1.6,-6.3,-1.0,0.0,0.2,0.059246315,-0.620175641,-0.120880674,0.66593494,0.933068957,289.2123409,426.1983619,32.12690058,269.3672824,289.2123409,37.44055355,3.036309455,1.0,108,3.898068962,-3.448186327,18.49420253,12,1.100069399,-2.269280539,6.884664227,-0.23316663,0.098242149,-0.967461525,1.518154727,1.669197197,-1.807294838,450.6789386,124.4029355,804.5764599,804.5764599,3212,114.188
3341,118.869,-18.1,0.5,-8.4,-15.5,1.6,-7.5,-1.0,-0.1,-0.3,0.076018288,0.518628188,0.142495454,0.552708143,0.810179297,272.2508053,353.7332116,91.11393734,255.2088626,272.2508053,14.11934159,3.060091649,1.0,108,3.898068962,-3.448186327,18.49420253,12,0.296867274,-1.671432641,7.18604208,-0.300100141,0.148062807,-0.942346704,1.530045824,1.719405528,-1.87910209,450.6789386,124.4029355,804.5764599,804.5764599,3341,118.869
3412,121.312,-23.4,0.2,-7.2,-16.8,1.6,-7.3,-1.0,-0.1,0.2,0.059746685,0.001445891,0.047474935,0.630804025,0.839270836,284.4118344,403.7145758,77.14999875,269.5650863,284.4118344,29.92382415,3.082206918,1.0,108,3.898068962,-3.448186327,18.49420253,12,0.859778217,-1.787495883,7.004603032,-0.253190895,0.13839087,-0.957466625,1.541103459,1.709632793,-1.829317189,450.6789386,124.4029355,804.5764599,804.5764599,3412,121.312
