index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index.1,time.1
1,0.0,-15.8,3.5,-4.5,-19.8,2.5,-4.2,1.0,0.2,0.0,1.0,0.632249527,0.573444928,0.486056194,0.520845328,119.3737215,311.0759639,229.9942427,113.0230181,119.3737215,86.02950508,1.347881315,0.238444708,12,-0.534426852,-4.111950871,18.3032759,12,-0.09850177,-0.092479429,7.00487696,0.03632709,0.334955954,-0.941533245,0.673940658,1.91235481,-1.532232547,301.8969757,100.7129372,812.9692237,812.9692237,1,0.0
139,5.11,-15.3,1.3,-4.4,-16.6,1.7,-4.5,1.0,-0.1,-0.1,0.99,0.422325749,0.369874791,0.551713775,0.596582862,115.2704991,353.096816,193.6402261,110.8731226,115.2704991,59.48691406,1.428388192,0.48119936,12,-0.464084166,-4.196137879,19.11331225,12,0.415961952,-0.557141236,7.712293773,0.073337177,0.30324972,-0.950084873,0.714194096,1.878897447,-1.493758957,304.9459801,103.8851576,778.5149851,778.5149851,139,5.11
346,12.55,-15.3,1.0,-3.6,-16.6,1.7,-3.7,1.0,-0.2,0.1,0.165762683,0.481283023,0.322107919,0.53300295,0.628068191,104.657634,341.1218883,178.5272684,102.7275425,104.657634,66.37114012,1.824130322,1.0,15,0.124273415,-4.464863025,22.33418958,12,0.370324434,-1.052460813,10.83223453,0.020504252,0.284366851,-0.958496254,0.912065161,1.859142276,-1.549407485,323.4498461,116.0548233,666.2431132,666.2431132,346,12.55
908,32.69,-15.5,2.0,-4.5,-17.2,1.7,-4.3,1.0,0.2,-0.1,1.0,0.478771882,0.463192319,0.539819316,0.558482709,115.0921509,345.484362,211.9282997,107.63227,115.0921509,79.28156606,1.87116725,0.339131077,18,0.140892847,-5.082286133,21.15448159,12,0.416372542,-0.425634892,10.09827473,0.022956641,0.38805427,-0.921350572,0.935583625,1.96931581,-1.545885188,324.1293172,91.04728808,703.3970526,703.3970526,908,32.69
986,35.46,-9.3,1.2,-5.1,-16.6,1.7,-4.4,1.0,0.0,-0.1,0.963663991,0.50765402,0.403842901,0.529385743,0.591137413,119.3961149,338.8068758,196.2540415,115.8338012,119.3961149,77.33091326,3.191694489,0.265571363,22,0.332926161,-4.828165467,28.00977635,12,0.505090614,-1.124964253,16.59677236,0.014347038,0.308600101,-0.951083666,1.595847245,1.884517276,-1.555712533,327.3693634,133.1279368,531.243085,531.243085,986,35.46
1080,38.89,-13.3,0.9,-0.4,-17.1,1.7,-4.5,0.7,-0.1,0.7,0.211142012,0.452266951,0.439423731,0.546704051,0.566631553,121.7194224,349.8905926,208.0168547,116.4463445,121.7194224,72.55641031,3.127863017,0.040367305,22,0.370436915,-4.658285381,27.31729381,12,0.77400299,-0.776122858,15.96978533,0.033630506,0.323513544,-0.945625706,1.563931509,1.900236696,-1.53524702,328.4075271,134.2744125,544.7098862,544.7098862,1080,38.89
1164,41.89,-16.7,1.3,0.4,-16.7,1.7,-0.8,0.0,-0.1,1.0,1.0,0.463503599,0.379579047,0.540970762,0.597132277,116.6837871,346.2212876,193.3765072,113.3140723,116.6837871,71.98020868,2.876498094,1.0,22,0.423831697,-4.730018809,26.75856816,12,0.649785545,-1.112252046,15.31913162,0.018829487,0.301480564,-0.953286379,1.438249047,1.877041413,-1.551046712,329.8202434,130.4047614,556.0835658,556.0835658,1164,41.89
1332,47.98,-14.3,1.8,-0.3,-15.6,1.7,-1.4,0.5,-0.1,0.9,0.99,0.811728798,0.554768564,0.394953712,0.565277367,112.2621756,252.7703756,208.6668637,102.3484727,112.2621756,-47.22334915,2.812646233,1.0,22,0.423831697,-4.730018809,26.75856816,12,-1.715012883,-0.750726142,15.64143842,-0.178237048,0.331607722,-0.926427479,1.406323116,1.90880354,-1.76086572,329.8202434,130.4047614,556.0835658,556.0835658,1332,47.98
1398,50.32,-13.6,1.9,0.4,-14.2,1.7,-0.8,0.4,-0.1,0.9,0.0,0.59276982,0.605225309,0.5,0.5,0.0,320.0,240.0,0.0,0.0,90.0,0.0,0.098616823,25,-0.2962789,-4.797271029,20.6783683,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.1166628,96.16331063,719.5925608,719.5925608,1398,50.32
1455,52.31,-9.3,2.2,-3.0,-13.6,1.7,-2.1,1.0,0.1,-0.1,0.127064123,0.807996716,0.515701065,0.410214201,0.589948918,149.5384658,262.5370889,196.8245193,140.9916898,149.5384658,-63.41117228,2.262077837,0.043376988,25,-0.2962789,-4.797271029,20.6783683,12,-0.880166255,-0.612491038,9.446863864,-0.04865728,0.348731666,-0.935958703,1.131038918,1.927013799,-1.622736136,311.1166628,96.16331063,719.5925608,719.5925608,1455,52.31
