0.000000,4.716991,5.565968,5.748913,3.488553,6.095900,5.000000,5.500000,4.780167,2.256103,3.201562,6.207254,3.863936,3.920459,6.397656,5.905929,4.992995,17.561606,4.609772,6.129437,5.830952,2.716616,3.667424,5.913544,5.700877,5.675385,5.531727,6.296825,8.041144,5.220153,5.961543,5.632051,5.700877,6.484597,7.335530,5.675385,5.573150,5.900000,6.181424,5.748913,5.457105,5.470832,3.026549,5.909315,6.209670,4.709565,5.622277,3.635932,5.854912,5.903389,2.729469,6.350591,4.560702,6.003332,7.343705,5.675385,4.830114,3.605551,4.904080,5.556978,3.721559,5.700000,5.249762
4.716991,0.000000,6.664833,5.608030,5.700877,5.374012,5.448853,6.545991,4.560702,5.371220,6.016644,5.900847,3.733631,7.532596,5.554278,8.653323,5.580323,16.248385,5.203845,5.277310,6.044005,5.434151,5.964059,5.131277,6.676077,6.992138,7.106335,5.703508,5.800862,6.243397,5.283938,5.536244,6.103278,7.983107,4.085340,5.950630,5.608030,5.852350,5.632051,5.720140,5.984146,6.008328,4.252058,5.578530,6.403124,4.964877,5.325411,4.614109,5.333854,5.360037,4.440721,5.531727,6.992138,5.445181,5.852350,4.070626,5.907622,5.818075,4.916299,6.184658,5.793962,5.830952,5.300943
5.565968,6.664833,0.000000,4.060788,2.483948,5.721888,4.753946,5.440588,3.863936,4.346263,4.103657,7.038466,4.604346,7.595393,5.805170,8.602325,2.952965,16.508483,4.609772,5.800862,5.661272,6.603787,2.701851,6.419502,6.545991,3.008322,7.083784,5.731492,7.397973,4.118252,5.664804,2.100000,2.507987,7.746612,6.369458,2.376973,4.976947,6.706713,6.020797,2.441311,5.948109,5.080354,6.207254,6.767570,6.894200,4.504442,5.464430,6.074537,5.632051,6.203225,4.386342,6.140033,4.883646,5.787055,6.228965,3.101612,3.962323,4.802083,5.738467,5.261179,3.440930,5.412024,5.385165
5.748913,5.608030,4.060788,0.000000,4.837355,4.709565,6.747592,5.507268,4.805206,7.244308,6.020797,7.316420,5.700877,8.538150,6.016644,10.501905,4.738143,12.653063,5.215362,5.656854,5.154610,5.724509,4.981967,7.045566,9.408507,3.720215,8.372574,5.008992,6.220129,5.632051,5.860034,3.920459,3.780212,11.264102,6.428841,3.720215,6.152235,7.414850,5.883026,4.883646,6.576473,4.924429,5.990826,6.425730,7.375636,5.315073,5.798276,6.500000,5.727128,5.830952,5.661272,6.420280,7.424284,5.500909,6.579514,3.827532,5.883026,5.903389,6.087693,5.522681,6.020797,5.375872,5.532630
3.488553,5.700877,2.483948,4.837355,0.000000,4.197618,4.205948,4.909175,4.049691,2.408319,2.601922,6.248200,4.651881,5.412947,5.510898,6.360031,2.773085,17.438463,4.609772,5.223983,5.001000,4.837355,1.984943,5.580323,4.716991,3.008322,4.738143,5.035871,5.643580,4.427189,6.171710,2.475884,2.475884,6.539113,7.130919,2.408319,4.972927,6.020797,5.323533,3.310589,5.126402,5.080354,4.606517,5.414795,6.618912,4.304649,4.951767,5.531727,5.481788,4.837355,2.402082,5.586591,4.318565,5.215362,6.911584,3.275668,4.172529,3.360060,4.726521,4.500000,1.992486,4.726521,4.254409
6.095900,5.374012,5.721888,4.709565,4.197618,0.000000,3.505710,6.350591,3.911521,5.700877,5.879626,6.989278,4.841487,4.972927,5.491812,6.378871,5.056679,17.269627,5.883026,5.824946,6.296825,4.669047,3.962323,6.428841,5.604463,3.841875,3.984972,5.803447,3.195309,4.973932,6.276942,5.096077,3.511410,6.754258,6.818358,5.508176,5.142956,5.769749,6.082763,6.177378,5.400926,7.077429,5.977458,6.596969,6.378871,4.638965,6.723095,5.738467,6.741662,6.030755,5.300943,6.579514,7.523962,5.950630,7.045566,6.264982,7.523962,4.346263,6.074537,4.472136,3.785499,4.652956,3.894868
5.000000,5.448853,4.753946,6.747592,4.205948,3.505710,0.000000,3.982462,4.827007,4.295346,4.850773,4.720169,4.701064,4.666905,3.195309,4.810405,5.203845,19.331063,5.672742,6.152235,3.546830,5.154610,4.360046,4.081666,5.326350,3.959798,3.538361,5.147815,5.124451,4.904080,5.126402,5.124451,4.031129,5.200961,6.708204,5.263079,3.289377,5.745433,3.255764,4.883646,5.249762,4.949747,4.465423,4.924429,6.224147,3.634556,3.758989,5.412024,4.720169,4.049691,5.234501,3.395585,6.859300,4.522168,8.287340,4.709565,5.445181,3.841875,5.742822,4.459821,4.785394,3.858756,4.219005
5.500000,6.545991,5.440588,5.507268,4.909175,6.350591,3.982462,0.000000,4.687217,5.032892,5.536244,5.119570,4.652956,7.102816,3.200000,6.020797,5.707889,16.929560,5.800862,5.554278,3.106445,5.491812,5.643580,5.100000,5.547071,5.220153,5.166237,4.753946,8.570881,4.700000,4.601087,5.375872,5.314132,8.414868,6.530697,5.220153,3.733631,5.968249,5.412024,5.162364,5.234501,5.412024,5.215362,5.661272,6.854196,4.669047,3.324154,6.074537,4.726521,4.085340,5.663921,3.383785,6.360031,4.617359,7.860025,5.220153,5.481788,4.472136,5.745433,5.600893,4.465423,5.565968,4.080441
4.780167,4.560702,3.863936,4.805206,4.049691,3.911521,4.827007,4.687217,0.000000,5.162364,4.554119,4.751842,4.838388,7.684400,4.916299,8.500588,4.924429,14.731259,4.589118,4.201190,4.477723,5.326350,4.011234,4.976947,7.158911,5.197115,7.184706,4.669047,5.590170,4.617359,4.561798,5.500000,4.675468,9.827004,5.280152,5.515433,4.701064,5.456189,4.472136,4.992995,5.742822,5.080354,4.341659,4.304649,6.103278,4.501111,4.244997,4.700000,4.876474,4.123106,5.103920,4.001250,6.777905,4.704253,4.981967,4.052160,4.036087,4.049691,4.301163,5.069517,4.738143,4.410215,4.709565
2.256103,5.371220,4.346263,7.244308,2.408319,5.700877,4.295346,5.032892,5.162364,0.000000,2.701851,5.208647,4.681880,3.848376,5.984146,4.459821,4.554119,19.817669,3.862642,5.727128,5.793962,2.765863,3.101612,5.546170,5.135173,4.427189,5.412024,5.643580,7.502666,4.617359,5.107837,4.401136,4.459821,4.816638,7.414850,4.427189,5.300943,5.622277,5.200961,4.492215,5.223983,5.080354,2.751363,4.712749,6.264184,4.410215,5.035871,4.716991,5.069517,5.440588,2.751363,6.007495,3.721559,4.614109,8.782369,4.427189,4.472136,4.360046,5.608921,4.143670,2.555386,5.131277,4.652956
