0.000000,152.425000,91.127500,82.991250,78.885000,79.815000,66.785000,90.645000,98.067500,27.175000,37.462500,180.110000,78.492500,143.963750,118.957500,37.902500,57.260000,107.000000,148.397500,111.781250,113.135000,76.460000,30.677500,120.387500,113.067500,75.985000,97.850000,119.985000,51.006563,57.280000,123.906250,69.710000,54.438750,145.797500,139.783750,72.461250,115.816250,100.110000,96.217500,84.300000,110.768750,141.430000,41.970000,99.312500,191.443750,84.200000,104.385000,125.106250,146.138750,99.100000,56.705000,134.263750,88.000000,118.335000,125.738750,124.877500,92.550000,49.360000,115.478750,61.215000,34.972500,64.710000,80.641250
152.425000,0.000000,128.593750,63.372500,110.487500,80.418750,91.010000,124.945000,59.841250,127.085000,111.007500,213.136250,124.765000,136.988125,130.567500,166.910000,113.060000,116.677500,251.218125,128.468750,127.086250,99.000000,121.885000,182.244375,137.792500,88.818750,106.635000,123.198750,63.101250,121.655000,163.021250,94.552500,75.556250,170.981250,58.855000,115.645000,167.506250,108.305000,118.552500,123.987500,153.573750,134.536875,181.462500,190.492500,275.369063,135.700000,147.100000,88.242500,175.460000,125.892500,164.040000,169.981250,174.600000,160.461875,136.712500,167.750000,190.918125,94.695000,106.555000,82.975000,106.392500,94.813750,108.325000
91.127500,128.593750,0.000000,34.130000,33.975000,63.332500,63.350000,64.812500,84.257500,34.722500,106.881250,146.293750,110.207500,183.169375,80.582500,71.112500,24.015000,29.480000,79.775000,106.643750,86.450000,98.615000,36.643750,110.216875,93.908750,26.982500,80.935000,76.588750,39.160625,55.067500,102.118750,20.625000,17.936250,119.966875,116.983750,18.167500,84.735625,83.627500,110.881250,33.925000,97.288750,130.297500,94.421250,86.451250,247.382500,48.255000,79.070000,187.243750,107.801250,84.680000,46.797500,103.615000,49.972500,109.360000,118.792500,38.485000,154.920000,78.195000,134.550000,43.597500,21.897500,73.870000,58.680000
82.991250,63.372500,34.130000,0.000000,40.347500,29.788750,38.648750,45.463750,40.632500,62.248750,84.096875,95.343125,75.618125,151.432500,54.477500,72.116250,45.932500,39.416250,89.973750,78.937500,62.642500,91.303750,42.525000,113.331250,77.589375,29.160000,48.077500,57.910000,13.515313,46.920000,81.791875,26.088750,15.470000,103.005000,98.565000,26.277500,69.721250,68.092500,85.665000,46.932500,80.278750,73.030000,89.014375,92.141875,175.771875,58.018750,68.028750,120.807500,110.760625,64.785000,74.643750,76.120625,79.601250,82.498750,70.403750,50.962500,134.083750,39.257500,107.115625,38.635000,33.397500,61.202500,41.330000
78.885000,110.487500,33.975000,40.347500,0.000000,34.542500,50.890000,58.562500,60.250000,35.605000,64.295000,118.542500,52.985000,111.712500,67.805000,63.502500,16.635000,50.357500,116.207500,65.872500,59.922500,74.692500,11.875000,116.455000,57.070000,28.195000,62.290000,74.090000,27.631250,46.987500,81.117500,24.895000,18.235000,120.330000,73.455000,25.680000,77.162500,69.665000,85.955000,38.247500,62.055000,79.157500,82.337500,117.795000,174.750000,32.040000,68.670000,106.882500,88.217500,67.197500,58.202500,94.090000,49.675000,71.500000,106.442500,59.822500,149.420000,53.460000,88.075000,26.157500,12.417500,52.237500,56.180000
79.815000,80.418750,63.332500,29.788750,34.542500,0.000000,53.325000,64.485000,61.077500,54.512500,73.932500,113.312500,82.752500,125.796250,76.825000,76.907500,51.375000,64.460000,107.656250,86.975000,71.635000,59.387500,42.781250,102.207500,85.425000,36.218750,68.370000,87.083750,15.403437,56.692500,92.616250,52.925000,31.238750,111.611875,98.987500,42.120000,58.457500,74.327500,82.605000,70.465000,89.930000,80.527500,91.501250,85.581250,199.169375,61.635000,79.142500,115.292500,125.888750,63.252500,60.512500,94.605000,85.337500,65.801875,103.881250,76.997500,148.685000,33.650000,110.748750,49.635000,34.966250,43.570000,41.215000
66.785000,91.010000,63.350000,38.648750,50.890000,53.325000,0.000000,76.182500,76.912500,49.757500,67.107500,111.160000,78.950000,109.548750,38.785000,68.345000,60.517500,79.770000,111.262500,88.355000,44.917500,77.715000,42.147500,164.560000,121.157500,45.425000,101.392500,107.150000,26.048438,54.812500,60.070000,48.805000,36.966250,126.816250,110.045000,48.157500,113.570000,111.222500,126.155000,63.337500,74.835000,105.725000,87.080000,135.365000,207.577500,66.137500,104.872500,109.456250,113.642500,107.085000,65.115000,112.290000,85.755000,74.998750,118.992500,92.397500,171.596250,55.022500,73.940000,36.215000,35.301250,88.740000,67.033750
90.645000,124.945000,64.812500,45.463750,58.562500,64.485000,76.182500,0.000000,80.352500,63.277500,88.828750,109.461250,96.865000,182.633750,84.212500,83.005000,69.947500,106.865000,114.039375,146.736250,68.837500,110.042500,64.295000,67.591875,119.902500,62.150000,47.750000,145.463750,45.950000,41.185000,84.651250,53.135000,41.146250,127.955625,157.887500,52.432500,64.196875,60.015000,106.650000,77.765000,116.375000,155.875625,96.444375,76.606250,189.505625,63.660000,37.030000,136.726875,133.193125,60.882500,77.511250,51.218125,109.525000,143.648750,72.113750,84.367500,176.029375,47.600000,122.032500,74.475000,52.073750,71.236250,37.503750
98.067500,59.841250,84.257500,40.632500,60.250000,61.077500,76.912500,80.352500,0.000000,94.892500,82.057500,188.582500,87.520000,168.647500,96.725000,108.702500,91.098750,108.008750,174.970000,87.187500,104.245000,90.562500,73.735000,120.337500,98.235000,68.874375,83.107500,76.782500,44.519375,77.110000,136.855000,64.520000,53.844375,154.806250,105.022500,71.363125,94.047500,83.372500,86.960000,93.227500,103.082500,114.780000,103.860000,129.235000,170.898750,100.282500,104.817500,94.865000,163.631250,83.680000,106.987500,130.127500,137.595000,108.075000,99.880000,121.585000,135.880000,54.795000,102.425000,77.210000,69.088125,64.285000,95.088750
27.175000,127.085000,34.722500,62.248750,35.605000,54.512500,49.757500,63.277500,94.892500,0.000000,64.885000,144.266250,77.452500,148.943750,86.282500,33.665000,38.125000,73.410000,70.556250,112.498125,87.817500,81.165000,20.500000,105.195000,102.482500,42.645000,79.030000,93.716250,34.837812,35.995000,98.455000,37.882500,29.522500,114.755625,141.282500,25.605000,94.131250,88.397500,89.435000,55.462500,92.506250,127.987500,47.301875,75.467500,184.669688,53.010000,83.677500,150.752500,114.571250,90.732500,24.065000,106.257500,48.580000,100.596875,131.701250,83.248750,110.786875,45.825000,139.625000,41.445000,17.387500,51.840000,64.990000
37.462500,111.007500,106.881250,84.096875,64.295000,73.932500,67.107500,88.828750,82.057500,64.885000,0.000000,177.865000,72.910000,165.200000,112.890000,69.462500,89.483750,86.765000,135.162500,115.370000,104.973750,85.535000,33.381250,143.912500,127.195000,86.366250,113.590000,120.237500,59.922031,69.505000,125.775000,77.587500,58.615625,166.190000,124.585000,78.251875,106.175000,114.411250,107.312500,101.478750,97.985000,139.795000,69.850000,129.720000,304.467500,71.890000,100.200000,139.877500,136.780000,110.732500,50.906250,134.900000,165.260000,113.500000,140.005000,149.802500,170.092500,49.840000,135.525000,58.468750,43.393125,74.627500,88.970625
