index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,left_gaze,norm_pos_x,norm_pos_y,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius	theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index.1,time.1
1,0.0,-15.5,2.5,-4.5,-19.8,2.0,-4.2,1.0,0.1,0.0,1.0,0.6707008514816657,0.4890146147086009,0.3208559942742541,0.5218218657163745,103.10572385212907,205.34783633552263,229.52550445614025,98.13649373807117,103.10572385212907,-84.53184849399273,3.074563613023145,0.5439323798077766,6,-5.263973051610414,-3.467099935208499,30.23670088804517,12.0,-3.4578402267015904,-0.2858247038671284,18.807905145656527,0.1505110687424019,0.2651062692784475,-0.9523996451990536,1.5372818065115728,1.8391104602249548,-1.4140590449835744,212.06285090154043,168.90752308631767,492.1171808754829,492.1171808754829,1,0.0
175,6.56,-15.5,2.0,-4.7,-18.7,1.7,-4.2,1.0,0.1,-0.1,1.0,0.5664378455769938,0.5227111113965255,0.3584404222006253,0.5137499815522997,111.84946788628385,229.40187020840025,233.40000885489616,108.3782951945922,111.84946788628385,81.0354236866155,3.9522013960351,1.0,10,-5.520838050977519,-2.748332784411013,33.62361048869967,12.0,-3.198878509200248,-0.1995181323060642,22.12960997732137,0.1934966284814392,0.2124012210087457,-0.9578333759481916,1.9761006980175495,1.7848279232527593,-1.3714641010676796,218.19892801945088,189.32232732985344,442.5461687108504,442.5461687108504,175,6.56
177,6.63,-15.5,2.0,-4.7,-18.7,1.7,-4.3,1.0,0.1,-0.1,1.0,0.565262281925841,0.525120880812771,0.3588834425034622,0.5128814961109367,112.86002249872315,229.68540320221584,233.8168818667504,109.31055868350704,112.86002249872315,80.68501948517674,3.989156364376619,1.0,10,-5.520838050977519,-2.748332784411013,33.62361048869967,12.0,-3.188774227473884,-0.1838267253957131,22.135147275702927,0.1943386519586362,0.213708838251275,-0.9573719344163952,1.9945781821883093,1.7861662687504336,-1.370525698540786,218.19892801945088,189.32232732985344,442.5461687108504,442.5461687108504,177,6.63
1080,39.66,-9.3,2.0,-4.4,-18.5,1.7,-4.3,1.0,0.1,0.0,0.5786840918643682,0.3765769739409226,0.4104244991504155,0.4190517117849835,0.5750746076090494,116.24999031448678,268.19309554238947,203.96418834765623,115.87438623430036,116.24999031448678,22.52629725783281,2.4862993903752697,0.2939267340825502,12,-3.376990619293601,-2.197091090278209,24.955386016066,12.0,-1.0862060093575852,-0.7569927371060916,13.264431281568424,0.1908987174946679,0.1200081960976764,-0.974246227874798,1.2431496951876349,1.6910944649484578,-1.377302788566373,236.1009097349121,185.41473030729628,596.264068623119,596.264068623119,1080,39.66
1082,39.73,-9.3,1.9,-4.3,-18.5,1.7,-4.2,1.0,0.1,0.0,0.4928873766286418,0.4231146985160361,0.3585073236249334,0.4034535258096954,0.5928147404744342,117.1451079893213,258.2102565182051,195.4489245722716,116.63657918379698,117.1451079893213,-45.16333717203079,2.4842580104368133,0.2820731903333429,12,-3.376990619293601,-2.197091090278209,24.955386016066,12.0,-1.2956670034961637,-0.9364787168133132,13.204686102861206,0.1734436346497864,0.1050510311220746,-0.979224992767066,1.2421290052184066,1.6760415427531086,-1.3954911278050408,236.1009097349121,185.41473030729628,596.264068623119,596.264068623119,1082,39.73
1083,39.73,-9.3,1.9,-4.3,-18.4,1.7,-4.2,1.0,0.1,0.0,0.4928873766286418,0.4231146985160361,0.3585073236249334,0.4034535258096954,0.5928147404744342,117.1451079893213,258.2102565182051,195.4489245722716,116.63657918379698,117.1451079893213,-45.16333717203079,2.4842580104368133,0.2820731903333429,12,-3.376990619293601,-2.197091090278209,24.955386016066,12.0,-1.2956670034961637,-0.9364787168133132,13.204686102861206,0.1734436346497864,0.1050510311220746,-0.979224992767066,1.2421290052184066,1.6760415427531086,-1.3954911278050408,236.1009097349121,185.41473030729628,596.264068623119,596.264068623119,1083,39.73
1084,39.76,-9.3,1.9,-4.3,-18.4,1.7,-4.1,1.0,0.1,0.0,0.5985847662748975,0.4237850615165004,0.3594611260153306,0.4032624436798463,0.5923467256696646,117.24019329277712,258.08796395510166,195.67357167856105,116.7386797916718,117.24019329277712,-45.85658816670804,2.486366597400792,0.2696091061774819,12,-3.376990619293601,-2.197091090278209,24.955386016066,12.0,-1.2982670756496917,-0.9316330428680486,13.204746699018376,0.1732269619703257,0.10545483728418,-0.9792199430873018,1.2431832987003957,1.676447604394128,-1.395704790275055,236.1009097349121,185.41473030729628,596.264068623119,596.264068623119,1084,39.76
1086,39.82,-9.3,1.9,-4.2,-18.3,1.7,-4.0,1.0,0.1,0.0,0.5644426815462866,0.4244891866971083,0.3604366550035669,0.4030609786225231,0.5918667069921539,117.54644886683364,257.95902631841483,195.9039806437661,117.05091465724496,117.54644886683364,-46.5966913574234,2.492952724027462,0.2554410945054486,12,-3.376990619293601,-2.197091090278209,24.955386016066,12.0,-1.3009369518606233,-0.9266184659981832,13.204815796672682,0.1730044722860814,0.1058727186900021,-0.9792141849494432,1.246476362013731,1.6768678383088391,-1.3959241078015718,236.1009097349121,185.41473030729628,596.264068623119,596.264068623119,1086,39.82
1088,39.86,-9.3,1.9,-4.1,-18.3,1.7,-3.9,1.0,0.1,0.0,1.0,0.4306890863195254,0.3627843388892753,0.4011558825202582,0.5903383097982353,120.50740052953776,256.7397648129653,196.63761129684707,119.9915240191112,120.50740052953776,-51.07819722121363,2.5547595422479468,0.2328253199790797,12,-3.376990619293601,-2.197091090278209,24.955386016066,12.0,-1.325855667635592,-0.910021032824576,13.202246176972224,0.1709279126381673,0.107255838121136,-0.9794283199244812,1.2773797711239734,1.6782588786960595,-1.3980183352436166,236.1009097349121,185.41473030729628,596.264068623119,596.264068623119,1088,39.86
1089,39.9,-9.3,1.9,-4.0,-18.2,1.7,-3.8,1.0,0.1,0.0,0.2993035235846131,0.4322112563848699,0.3647519641481169,0.4007134063247179,0.589362964123987,118.29897293889306,256.4565800478195,197.10577722048623,117.79819828274964,118.29897293889306,-52.78637378358732,2.5079763217845343,0.2178999642920787,12,-3.376990619293601,-2.197091090278209,24.955386016066,12.0,-1.3327051356782134,-0.9004365703095025,13.202106307094372,0.1703571236346156,0.1080545433307255,-0.9794399757476354,1.2539881608922672,1.679062252904212,-1.3985859530730451,236.1009097349121,185.41473030729628,596.264068623119,596.264068623119,1089,39.9
1090,39.92,-9.3,1.9,-3.9,-18.1,1.7,-3.8,1.0,0.1,0.0,0.447635601351641,0.4328321346108219,0.3655087667130861,0.4005317498036594,0.5889851090307349,118.29046497400216,256.3403198743421,197.2871476652473,117.79166065154256,118.29046497400216,-53.4660417937657,2.5078137109660483,0.1994594034541941,12,-3.376990619293601,-2.197091090278209,24.955386016066,12.0,-1.3352063572293718,-0.8965394414021985,13.2021021159897,0.1701486885053524,0.1083793040730008,-0.979440325006358,1.2539068554830242,1.6793889321356563,-1.398792582089013,236.1009097349121,185.41473030729628,596.264068623119,596.264068623119,1090,39.92
1091,39.96,-9.3,1.9,-3.9,-18.1,1.7,-3.7,1.0,0.1,0.0,0.4725639523687704,0.4337682485053027,0.3666827128779912,0.400258181279329,0.5884014611628277,118.12430597992991,256.16523601877054,197.56729864184277,117.62862540755908,118.12430597992991,-54.517424493779146,2.504317164132281,0.1815516094041069,12,-3.376990619293601,-2.197091090278209,24.955386016066,12.0,-1.3390269770313663,-0.8905543620173093,13.20210281644375,0.1698303035218528,0.1088780606884082,-0.9794402666351872,1.2521585820661407,1.6798906577702746,-1.399108134857037,236.1009097349121,185.41473030729628,596.264068623119,596.264068623119,1091,39.96
