index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index.1,time.1
1,0.0,-15.5,2.3,-4.0,-19.8,2.5,-4.2,1.0,0.0,0.0,0.949728443,0.412319273,0.43973922,0.709816763,0.481943746,121.8660267,454.2827286,248.6670018,111.2404122,121.8660267,-82.75765033,7.04e-08,1.0,10,1.732710721,4.387704913,11.03384645,12,7.88e-08,3.98e-09,3.67e-07,-0.144392554,-0.365642076,-0.919487174,3.52e-08,1.196473774,-1.726560208,417.3622981,486.5483871,1348.577766,1348.577766,1,0.0
160,5.93,-15.3,1.3,-4.6,-18.6,1.7,-4.2,1.0,0.0,0.0,1.0,0.699122043,0.34588328,0.622931605,0.495415095,94.18807536,398.6762274,242.2007542,86.52430083,94.18807536,87.9799179,3.63e-08,0.241394456,10,1.577914324,4.557400335,10.98818884,12,3.04e-08,3.79e-10,2.41e-07,-0.131492858,-0.379783361,-0.915682383,1.81e-08,1.181234227,-1.713422234,409.0325872,497.1477656,1354.181314,1354.181314,160,5.93
187,6.87,-15.5,1.7,-3.9,-18.6,1.7,-3.9,1.0,0.0,0.0,1.0,0.500535796,0.510926788,0.687147399,0.451976007,102.8766143,439.7743354,263.0515164,94.53345612,102.8766143,-83.50622482,4.94e-08,0.063495757,10,1.724956363,4.596534398,10.94972164,12,5.83e-08,1.06e-08,3.04e-07,-0.143746359,-0.383044532,-0.912476778,2.47e-08,1.177706362,-1.727046481,417.671245,500.2670113,1358.938655,1358.938655,187,6.87
308,11.13,-15.5,1.7,-4.1,-17.0,1.7,-3.9,1.0,0.0,0.0,1.0,0.629153635,0.485854334,0.648217044,0.452803878,95.10840456,414.8589079,262.6541384,87.23501587,95.10840456,88.57380391,3.67e-08,0.351650614,13,1.947061071,4.884663778,10.78652022,12,3.68e-08,8.34e-09,2.42e-07,-0.162255086,-0.407055314,-0.898876665,1.84e-08,1.15156845,-1.749381987,431.9154129,520.7663159,1379.49957,1379.49957,308,11.13
338,12.22,-9.3,1.6,-3.8,-17.0,1.7,-3.4,1.0,0.0,0.0,1.0,0.721548873,0.470277935,0.619488913,0.451983388,88.72447914,396.4729046,263.0479739,81.33709688,88.72447914,-84.87579898,5.72e-08,0.118980784,13,1.674033613,-4.170364654,11.12680004,12,4.94e-08,1.56e-08,4.03e-07,-0.139502797,0.347530389,-0.927233303,2.86e-08,1.925732363,-1.720126919,413.2793648,7.621771173,1337.311711,1337.311711,338,12.22
477,17.23,-15.3,1.3,-4.1,-17.0,1.7,-3.9,1.0,0.0,0.0,1.0,0.593188482,0.362269493,0.655038248,0.496996026,107.9561968,419.2244786,241.4419074,99.86923299,107.9561968,89.57506928,5.33e-08,0.650420604,13,1.717100392,-4.16028668,11.12400953,12,4.93e-08,1.46e-09,3.1e-07,-0.143091695,0.346690557,-0.927000768,2.67e-08,1.924836852,-1.723947431,415.7031042,8.125176978,1337.647182,1337.647182,477,17.23
599,21.65,-9.3,0.1,-6.8,-17.0,1.7,-3.7,0.9,-0.1,-0.4,1.0,0.409057523,0.060237169,0.704600768,0.605116583,97.90782375,450.9444917,189.5440403,92.09679031,97.90782375,73.37867776,4.75e-08,1.0,13,1.608633536,-4.01008059,11.19515784,12,6.49e-08,-2.45e-08,3.09e-07,-0.134052789,0.33417338,-0.932929795,2.38e-08,1.911524381,-1.713509599,409.0878723,17.91738171,1329.146066,1329.146066,599,21.65
603,21.77,-9.3,0.6,-8.4,-16.9,1.7,-3.7,0.9,-0.1,-0.4,0.0,1.081058491,0.243882399,0.5,0.5,0.0,320.0,240.0,0.0,0.0,90.0,0.0,1.0,13,1.608633536,-4.01008059,11.19515784,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0878723,17.91738171,1329.146066,1329.146066,603,21.77
624,22.54,-15.5,1.7,-4.0,-16.8,1.7,-3.8,0.9,-0.1,-0.4,1.0,0.384669733,0.518935357,0.72056293,0.455693296,105.4565452,461.1602755,261.2672178,95.76498961,105.4565452,83.53620611,5.32e-08,1.0,13,1.608633536,-4.01008059,11.19515784,12,7.26e-08,1.17e-08,3.21e-07,-0.134052789,0.334173383,-0.932929794,2.66e-08,1.911524384,-1.713509598,409.0878723,17.91738171,1329.146066,1329.146066,624,22.54
625,22.58,-15.5,1.7,-4.0,-16.7,1.7,-3.8,0.9,-0.1,-0.4,0.958725661,0.38200116,0.517545036,0.721256127,0.456334783,108.3612991,461.603921,260.959304,98.40156439,108.3612991,83.44969124,5.47e-08,1.0,13,1.608633536,-4.01008059,11.19515784,12,7.28e-08,1.16e-08,3.2e-07,-0.134052789,0.334173383,-0.932929794,2.73e-08,1.911524384,-1.713509598,409.0878723,17.91738171,1329.146066,1329.146066,625,22.58
