index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index.1,time.1
1,0.0,-15.5,2.0,-4.2,-19.8,2.0,-4.2,1.0,0.1,0.0,0.24857856,0.528752201,0.297655452,0.511777552,0.403395139,120.5724187,327.5376335,286.3703333,120.1652213,120.5724187,13.94559106,3.776193895,1.0,19,0.999398148,2.875075339,31.34339309,12,0.2247715,1.433030011,19.45556491,-0.064552221,-0.120170444,-0.990652348,1.888096947,1.450334758,-1.635865662,339.7689781,296.8715297,474.7411985,474.7411985,1,0.0
77,2.81,-15.5,2.3,-4.6,-18.2,1.7,-4.2,1.0,0.1,-0.1,0.261849397,0.55863475,0.580056511,0.51246768,0.253543114,131.8941877,327.9793149,358.2993054,128.236058,131.8941877,-57.88402131,3.546322007,1.0,21,1.379584226,2.35888687,28.65211358,12,0.19704317,3.206855299,16.74066756,-0.098545088,0.070664036,-0.992620501,1.773161003,1.641519304,-1.669749787,349.8526745,291.0436989,519.3334153,519.3334153,77,2.81
79,2.93,-15.5,2.3,-4.5,-18.1,1.7,-4.3,1.0,0.2,-0.1,1.0,0.537075014,0.569222989,0.520067323,0.25987396,121.7438124,332.8430867,355.260499,118.8784814,121.7438124,-59.65284692,3.270512256,1.0,21,1.379584226,2.35888687,28.65211358,12,0.332480341,3.118411348,16.7220383,-0.087258657,0.063293706,-0.994172939,1.635256128,1.63413237,-1.65834208,349.8526745,291.0436989,519.3334153,519.3334153,79,2.93
269,9.73,-9.3,2.2,-5.2,-18.1,1.7,-4.2,1.0,0.1,0.0,0.147027287,0.776797158,0.300800835,0.40184303,0.405062263,155.7822383,257.1795394,285.5701138,147.2537632,155.7822383,-10.45848635,2.105654356,0.173053272,25,1.921379069,0.517483881,20.06265741,12,-0.879810191,0.617546459,8.394610178,-0.233432438,0.008338548,-0.972337269,1.052827178,1.579134972,-1.806410829,379.3767315,255.9918998,741.6764238,741.6764238,269,9.73
385,13.78,-15.3,1.2,-4.4,-17.3,1.7,-4.2,1.0,-0.1,0.0,0.187599387,0.582486016,0.40189999,0.494572572,0.342288863,109.975626,316.5264458,315.701346,107.1999325,109.975626,-30.97027493,2.079124657,1.0,25,1.845224923,1.232533945,23.61931586,12,-0.080498513,1.439183452,11.77664364,-0.160476953,0.017220792,-0.986889351,1.039562329,1.58801797,-1.73199429,368.4366041,272.3536486,629.9928452,629.9928452,385,13.78
483,17.34,-15.5,2.1,-4.4,-18.9,1.7,-4.2,1.0,0.1,0.0,0.327680976,0.551379786,0.494241435,0.511516893,0.29541105,122.2301662,327.3708117,338.2026962,118.6642808,122.2301662,-45.04710463,2.272766599,1.0,25,1.842159443,1.245786018,23.45782406,12,0.122058726,1.841881988,11.59671437,-0.143341726,0.049674664,-0.988425808,1.136383299,1.620491443,-1.71481255,368.6890366,272.9266401,634.3299345,634.3299345,483,17.34
485,17.41,-15.5,2.1,-4.4,-19.0,1.7,-4.1,1.0,0.1,0.0,0.320837416,0.548485992,0.489823074,0.512438776,0.297769015,122.7784722,327.9608168,337.0708729,119.2867247,122.7784722,-44.85588982,2.282466505,1.0,25,1.842159443,1.245786018,23.45782406,12,0.13301746,1.82015312,11.59405838,-0.142428499,0.047863925,-0.98864714,1.141233253,1.618678546,-1.713875938,368.6890366,272.9266401,634.3299345,634.3299345,485,17.41
494,17.77,-9.3,1.7,-5.2,-19.8,1.7,-4.1,1.0,0.1,0.0,0.721168359,0.772668119,0.19102981,0.356033702,0.522897062,101.8800601,227.8615693,229.0094102,91.19275971,101.8800601,18.05406387,1.891915486,0.020968742,25,1.958368723,1.221830458,22.84949621,12,-1.733593352,-0.212863382,11.52204859,-0.307663506,-0.11955782,-0.943953968,0.945957743,1.450951831,-1.885869713,373.1385286,273.1532423,651.2178589,651.2178589,494,17.77
662,23.67,-15.5,2.0,-4.5,-19.5,1.7,-4.1,1.0,0.0,-0.1,1.0,0.488615085,0.638373603,0.540702277,0.231134046,127.8563295,346.0494572,369.0556577,123.7865566,127.8563295,-53.60644748,2.906987431,0.134741651,30,2.077242497,2.324203597,26.10670564,12,0.578875147,2.966845303,14.21797539,-0.124863946,0.053553475,-0.990727521,1.453493716,1.624375434,-1.696167886,369.3317834,295.1967855,569.9685057,569.9685057,662,23.67
663,23.7,-15.5,2.0,-4.5,-19.4,1.7,-4.2,1.0,0.0,-0.1,1.0,0.48799313,0.639312841,0.540966451,0.230753659,126.5346753,346.2185289,369.2382435,122.505665,126.5346753,-53.76283663,2.876918572,0.133196965,30,2.077242497,2.324203597,26.10670564,12,0.583169663,2.97086415,14.21765283,-0.12450607,0.053888379,-0.9907544,1.438459286,1.624710822,-1.695808936,369.3317834,295.1967855,569.9685057,569.9685057,663,23.7
675,24.16,-15.5,2.2,-4.5,-18.4,1.7,-4.2,1.0,0.0,-0.1,1.0,0.499359029,0.680069765,0.538457086,0.211830432,129.5698876,344.6125353,378.3213924,124.6620205,129.5698876,-56.4658687,2.950302321,0.179097976,30,2.077242497,2.324203597,26.10670564,12,0.545710913,3.186189017,14.2360952,-0.127627632,0.071832118,-0.989217536,1.475151161,1.642690363,-1.699106289,369.3317834,295.1967855,569.9685057,569.9685057,675,24.16
676,24.2,-15.5,2.2,-4.5,-18.4,1.7,-4.3,1.0,0.0,-0.1,1.0,0.50128828,0.68459527,0.537943518,0.209710306,129.8126202,344.2838513,379.3390533,124.7909783,129.8126202,-56.67632182,2.956443851,0.18786055,30,2.077242497,2.324203597,26.10670564,12,0.538102667,3.21050364,14.23887008,-0.128261652,0.073858337,-0.988986296,1.478221925,1.644721979,-1.69976649,369.3317834,295.1967855,569.9685057,569.9685057,676,24.2
782,27.85,-15.9,1.1,-4.3,-16.9,1.7,-4.3,0.9,-0.4,-0.1,0.323861466,0.44885301,0.461790088,0.550582384,0.317467017,115.777428,352.3727258,327.6158319,114.2087073,115.777428,-35.76503132,2.87176247,1.0,30,2.052553818,2.590344877,27.44356057,12,0.796257931,2.188042663,15.51628622,-0.104691324,-0.033525184,-0.99393953,1.435881235,1.537264859,-1.67573905,366.3709278,298.520607,542.203697,542.203697,782,27.85
783,27.92,-15.6,0.8,-4.4,-16.9,1.7,-4.4,0.9,-0.4,-0.1,0.307698573,0.475759061,0.429884282,0.539103515,0.332057634,115.6249112,345.0262494,320.6123359,114.0282204,115.6249112,-28.44006613,2.874836957,1.0,30,2.052553818,2.590344877,27.44356057,12,0.611527811,2.014457143,15.54432541,-0.120085501,-0.047990644,-0.99160293,1.437418478,1.522787242,-1.691311867,366.3709278,298.520607,542.203697,542.203697,783,27.92
784,27.95,-15.9,1.1,-4.3,-16.8,1.7,-4.4,0.9,-0.5,-0.1,0.314517502,0.438670461,0.457378535,0.554599289,0.320296576,116.1089543,354.9435452,326.2576434,114.6378757,116.1089543,-36.20969237,2.878962065,1.0,30,2.052553818,2.590344877,27.44356057,12,0.860926641,2.152905443,15.51088814,-0.099302265,-0.036453286,-0.994389369,1.439481032,1.534334962,-1.670328895,366.3709278,298.520607,542.203697,542.203697,784,27.95
809,28.81,-15.2,0.0,-4.1,-16.8,1.7,-4.3,0.9,-0.5,0.0,0.240091553,0.363502333,0.289655633,0.593716319,0.409191642,113.2470334,379.9784444,283.5880118,112.1351205,113.2470334,-52.67145082,2.820610757,1.0,30,2.052553818,2.590344877,27.44356057,12,1.498439998,1.077231154,15.55224253,-0.046176152,-0.12609281,-0.99094317,1.410305378,1.44436697,-1.617360827,366.3709278,298.520607,542.203697,542.203697,809,28.81
825,29.37,-16.0,0.8,-4.6,-16.8,1.7,-4.4,0.9,-0.5,0.0,0.289935541,0.624172475,0.376653295,0.475792135,0.355355832,103.7404349,304.5069662,309.4292009,100.4490655,103.7404349,-4.792740726,2.824623889,1.0,30,1.981526066,2.773082373,28.700541,12,-0.447439353,1.892659347,16.98196676,-0.202413785,-0.073368586,-0.976547854,1.412311944,1.497361758,-1.775177024,362.8056795,299.9051799,518.4571259,518.4571259,825,29.37
855,30.36,-16.1,0.8,-4.6,-16.8,1.7,-4.3,0.9,-0.5,0.0,0.211915118,0.623099101,0.345961077,0.473601493,0.373483992,114.3979131,303.1049557,300.727684,110.8979638,114.3979131,-1.173353188,2.809792327,1.0,30,1.973826092,2.42296123,27.01850261,12,-0.442159095,1.488345534,15.30144201,-0.201332099,-0.077884641,-0.976421717,1.404896163,1.492832728,-1.774140303,365.2938564,295.6002671,550.7337033,550.7337033,855,30.36
887,31.58,-15.5,2.0,-4.4,-16.8,1.7,-4.4,1.0,-0.1,0.0,1.0,0.516321333,0.646036315,0.530847375,0.225850444,96.55664728,339.74232,371.591787,93.80498901,96.55664728,-34.62214936,2.09e-07,1.0,33,1.673170709,0.266461296,11.87979506,12,4.22e-08,2.88e-07,1.36e-06,-0.139430889,-0.022205084,-0.989982809,1.04e-07,1.548589418,-1.710717719,407.3218632,253.9064692,1252.54686,1252.54686,887,31.58
970,34.51,-9.3,1.6,-2.5,-16.8,1.7,-4.3,1.0,0.0,0.1,0.06457092,-0.091322057,0.420292985,0.830554492,0.381991808,160.4694293,531.5548751,296.643932,155.0023531,160.4694293,-74.65236162,0.235655699,1.0,33,1.715876435,0.48388025,12.85458234,12,0.319896052,0.085622514,0.942713071,-0.116331699,-0.033188145,-0.992655773,0.117827849,1.537602087,-1.687456582,402.7598564,263.3384288,1157.563863,1157.563863,970,34.51
989,35.24,-14.8,1.1,-0.3,-16.9,1.7,-4.3,0.5,-0.1,0.8,0.096827934,0.367873982,0.377283568,0.585594923,0.36462862,152.1716243,374.7807505,304.9782625,150.264016,152.1716243,-44.30207739,0.236447094,1.0,33,1.715876435,0.48388025,12.85458234,12,0.083940942,0.101409237,0.972221363,-0.135994624,-0.031872584,-0.990196748,0.118223547,1.538918344,-1.707283449,402.7598564,263.3384288,1157.563863,1157.563863,989,35.24
990,35.27,-14.2,1.9,-0.3,-16.9,1.7,-4.2,0.5,-0.1,0.9,0.057998636,0.633031825,0.668374568,0.488551333,0.209583755,150.6652108,312.6728528,379.3997976,145.6782568,150.6652108,-29.31993334,0.235702123,1.0,33,1.715876435,0.48388025,12.85458234,12,-0.013626052,0.220594174,0.982787972,-0.144125207,-0.021940506,-0.989316198,0.117851062,1.54885406,-1.715460288,402.7598564,263.3384288,1157.563863,1157.563863,990,35.27
993,35.37,-15.9,2.2,-0.4,-17.0,1.7,-4.2,0.4,-0.1,0.9,0.066421921,0.21591748,0.756366528,0.641988149,0.204046417,155.6940829,410.8724152,382.0577197,150.9913463,155.6940829,-49.89797968,0.235969192,1.0,33,1.715876435,0.48388025,12.85458234,12,0.139012175,0.219944704,0.961566025,-0.131405355,-0.021994629,-0.991084693,0.117984596,1.548799924,-1.702614896,402.7598564,263.3384288,1157.563863,1157.563863,993,35.37
994,35.4,-16.6,1.4,-0.3,-17.1,1.7,-4.1,0.4,-0.1,0.9,0.064990146,-0.050132566,0.473258927,0.779705706,0.356641331,159.0871967,499.011652,308.8121614,154.3552772,159.0871967,-71.25965227,0.235975112,1.0,33,1.715876435,0.48388025,12.85458234,12,0.271843174,0.104710283,0.94781964,-0.120336105,-0.031597497,-0.992230225,0.117987556,1.539193569,-1.691485325,402.7598564,263.3384288,1157.563863,1157.563863,994,35.4
996,35.47,-15.1,2.0,-0.4,-17.2,1.7,-4.1,0.4,-0.1,0.9,0.069024274,0.727067423,0.691519094,0.453767642,0.196237152,150.3788577,290.4112906,385.8061672,144.7342741,150.3788577,-26.09044562,0.236588252,1.0,33,1.715876435,0.48388025,12.85458234,12,-0.049186086,0.231928993,0.987776755,-0.147088543,-0.020995938,-0.988900466,0.118294126,1.549798846,-1.718453267,402.7598564,263.3384288,1157.563863,1157.563863,996,35.47
998,35.53,-16.8,1.3,-0.3,-17.2,1.7,-4.0,0.4,-0.1,0.9,0.035023988,0.084602523,0.462121994,0.709798748,0.34703098,156.3159628,454.2711987,313.4251294,152.6768608,156.3159628,-65.99907064,0.235519924,1.0,33,1.715876435,0.48388025,12.85458234,12,0.205140363,0.112724791,0.95584627,-0.125894673,-0.030929622,-0.991561339,0.117759962,1.539861772,-1.697086699,402.7598564,263.3384288,1157.563863,1157.563863,998,35.53
1001,35.7,-16.9,2.4,-0.4,-17.5,1.7,-4.0,0.3,-0.1,1.0,0.037848365,0.283969581,0.82616499,0.621645689,0.167463875,153.9413328,397.8532408,399.6173401,148.8017417,153.9413328,-46.91120966,0.233742365,1.0,33,1.715876435,0.48388025,12.85458234,12,0.119102644,0.247743659,0.963638185,-0.133064483,-0.019678049,-0.990912013,0.116871183,1.551117007,-1.70428265,402.7598564,263.3384288,1157.563863,1157.563863,1001,35.7
1002,35.73,-17.1,1.4,-0.3,-17.6,1.7,-3.9,0.3,0.0,1.0,0.067541543,0.265050662,0.458247481,0.626764455,0.332448058,152.139338,401.129251,320.4249322,149.4740731,152.139338,-52.91892062,0.233547394,1.0,33,1.715876435,0.48388025,12.85458234,12,0.124514327,0.124853463,0.96598838,-0.132613509,-0.029918899,-0.990716164,0.116773697,1.540872963,-1.703861565,402.7598564,263.3384288,1157.563863,1157.563863,1002,35.73
