index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index.1,time.1
1,0.0,-15.5,2.5,-4.4,-19.8,2.5,-4.2,1.0,0.1,0.0,0.130567192,0.611050071,0.304635615,0.553547054,0.608850858,101.5298651,354.2701145,187.7515884,98.36549195,101.5298651,-31.74418745,2.333660105,1.0,5,3.944998295,-3.916294529,25.51061503,12,0.764300915,-1.181007571,14.26777867,-0.265058115,0.22794058,-0.93690303,1.166830052,1.800758384,-1.84650032,415.877694,144.819911,583.2866036,583.2866036,1,0.0
122,4.58,-9.3,2.9,-2.6,-19.8,1.7,-4.1,1.0,0.1,0.1,0.326933359,0.489210016,0.547826246,0.642460857,0.498868363,104.684034,411.1749482,240.5431858,97.77055579,104.684034,-87.59691978,2.397811836,0.522039399,5,3.922911949,-3.89311451,25.54700674,12,2.095480584,0.043181846,14.35924264,-0.152285947,0.328024696,-0.932313675,1.198905918,1.90500814,-1.732708425,415.205103,145.5180507,582.4557119,582.4557119,122,4.58
134,4.97,-9.3,2.9,-2.8,-19.8,1.7,-4.2,1.0,0.1,0.1,1.0,0.533152062,0.540855672,0.627852871,0.498190644,100.9324128,401.8258377,240.8684909,94.34283957,100.9324128,-82.72431965,2.323138388,0.478992137,5,3.922911949,-3.89311451,25.54700674,12,1.88370224,0.048750896,14.39786683,-0.169934142,0.328488784,-0.929094993,1.161569194,1.905499452,-1.751699606,415.205103,145.5180507,582.4557119,582.4557119,134,4.97
139,5.14,-9.3,2.9,-2.8,-19.8,1.7,-4.1,1.0,0.1,0.1,0.294860651,0.521077475,0.539988499,0.631494715,0.499525171,103.7243792,404.1566176,240.2279178,97.01142222,103.7243792,-83.97609563,2.383814315,0.472543003,5,3.922911949,-3.89311451,25.54700674,12,1.935386349,0.03536155,14.38381643,-0.165627133,0.327373005,-0.930265859,1.191907157,1.904318361,-1.746992838,415.205103,145.5180507,582.4557119,582.4557119,139,5.14
152,5.61,-9.3,2.8,-2.8,-19.2,1.7,-4.1,1.0,0.1,0.1,0.163489275,0.504580233,0.50849013,0.632348891,0.514608541,104.1446518,404.7032905,232.9879005,98.29876921,104.1446518,-84.7333229,2.383887741,0.496985584,5,3.922911949,-3.89311451,25.54700674,12,1.940060943,-0.132812725,14.32522291,-0.165237584,0.313358482,-0.935148653,1.19194387,1.889523909,-1.7456877,415.205103,145.5180507,582.4557119,582.4557119,152,5.61
164,6.02,-9.3,2.7,-2.8,-19.2,1.7,-3.9,1.0,0.1,0.1,0.834143801,0.540456014,0.501353086,0.620132018,0.514931352,112.1554867,396.8844915,232.8329512,105.9236866,112.1554867,-80.08790546,2.577910315,0.435462799,5,3.922911949,-3.89311451,25.54700674,12,1.759286793,-0.131999702,14.35894428,-0.180302096,0.313426234,-0.932338538,1.288955158,1.889595255,-1.761825164,415.205103,145.5180507,582.4557119,582.4557119,164,6.02
165,6.05,-9.3,2.7,-2.7,-19.3,1.7,-3.8,1.0,0.1,0.1,0.85670371,0.539834845,0.502780937,0.620534908,0.514344009,112.2211159,397.1423411,233.1148758,105.9472842,112.2211159,-80.23594529,2.579421527,0.429263795,5,3.922911949,-3.89311451,25.54700674,12,1.765412643,-0.12539498,14.35998362,-0.179791609,0.313976628,-0.932251927,1.289710763,1.890174908,-1.761314588,415.205103,145.5180507,582.4557119,582.4557119,165,6.05
172,6.3,-9.3,2.7,-2.6,-19.3,1.7,-3.6,1.0,0.1,0.1,0.996934136,0.559353056,0.501148913,0.614267187,0.513660468,118.1061615,393.1309997,233.4429755,111.4308086,118.1061615,-77.7843682,2.721105739,0.384262501,5,3.922911949,-3.89311451,25.54700674,12,1.671924024,-0.11421072,14.38219866,-0.187582327,0.314908649,-0.930400673,1.36055287,1.891156732,-1.76974387,415.205103,145.5180507,582.4557119,582.4557119,172,6.3
263,9.48,-9.3,1.0,-3.2,-19.3,1.7,-3.7,1.0,-0.1,0.1,1.0,0.548768434,0.523906132,0.620764851,0.504377804,112.353582,397.2895048,237.8986539,105.4163901,112.353582,-80.24125002,2.588436093,1.0,5,3.922911949,-3.89311451,25.54700674,12,1.773348062,-0.013791256,14.39666028,-0.179130324,0.323276938,-0.929195538,1.294218046,1.899986654,-1.761240047,415.205103,145.5180507,582.4557119,582.4557119,263,9.48
410,14.8,-15.5,2.2,-4.4,-19.1,1.7,-3.7,1.0,0.1,-0.2,1.0,0.50724006,0.54867227,0.636920026,0.49693406,115.109094,407.6288166,241.4716511,107.8845461,115.109094,-81.59585692,3.247977597,1.0,16,4.693146931,-3.704364545,28.83974969,12,2.469325912,0.085760971,17.67330134,-0.185318418,0.315843793,-0.930537362,1.623988798,1.892142165,-1.767376412,420.8937709,160.3631778,515.9545475,515.9545475,410,14.8
438,15.75,-15.5,2.4,-4.4,-19.0,1.7,-3.8,1.0,0.1,-0.2,0.291764358,0.463104296,0.60206947,0.656978788,0.478415876,112.2597307,420.4664241,250.3603794,103.6694113,112.2597307,-88.33464296,3.160929982,0.675123952,16,4.693146931,-3.704364545,28.83974969,12,2.843839991,0.339534936,17.69403568,-0.154108912,0.336991623,-0.928809501,1.580464991,1.914516114,-1.735219309,420.8937709,160.3631778,515.9545475,515.9545475,438,15.75
465,16.67,-15.5,2.4,-4.4,-18.7,1.7,-3.8,1.0,0.1,-0.2,1.0,0.47380112,0.591457658,0.652454133,0.481813146,115.0190826,417.5706454,248.7296899,106.5292541,115.0190826,-86.90571608,3.240488172,0.745217234,16,4.693146931,-3.704364545,28.83974969,12,2.758855162,0.294760017,17.69230523,-0.161190981,0.33326038,-0.928953705,1.620244086,1.910555859,-1.742604497,420.8937709,160.3631778,515.9545475,515.9545475,465,16.67
468,16.77,-15.5,2.4,-4.4,-18.7,1.7,-3.9,1.0,0.1,-0.2,0.99,0.454756787,0.61316136,0.66078502,0.474639755,117.3185674,422.9024131,252.1729175,107.9612678,117.3185674,-89.40337728,3.303070531,0.759986953,16,4.693146931,-3.704364545,28.83974969,12,2.913498641,0.396020084,17.70333654,-0.148304024,0.341698719,-0.928034429,1.651535265,1.919520146,-1.729260907,420.8937709,160.3631778,515.9545475,515.9545475,468,16.77
